15.6999,6.66028,1.9724
13.3798,0.387435,0.669964
13.6047,0.64456,0.679728
13.6116,0.421263,0.421137
13.6238,0.419366,0.384642
13.6962,0.335745,0.723039
13.3188,0.273121,0.335836
13.3773,0.589122,0.219655
13.5227,0.329425,0.0891257
13.6992,0.601818,0.105726
13.4887,0.143725,0.883319
13.6046,0.0905177,0.293713
13.345,0.056568,0.0387145
13.2058,0.365189,0.0267554
13.4837,0.147444,0.866513
13.1462,0.160475,0.814198
13.5399,0.111728,0.546964
15.6575,14.8744,1.03876
13.3462,0.0570329,0.0725258
15.6421,6.815,0.0140655
13.8397,0.293662,0.151496
13.868,0.265278,0.13234
13.9038,0.527765,0.562759
13.8637,0.198457,0.480706
13.8908,0.218104,0.47003
14.1372,0.386956,0.304091
14.3149,0.444023,0.672494
14.5463,0.195336,0.635286
14.2188,0.160571,0.546736
14.3987,0.172191,0.256451
14.2163,0.132406,0.572732
14.0127,0.284055,0.776114
14.0306,0.305249,0.801679
14.3254,0.188932,0.873605
14.0909,0.0679422,0.262645
14.1819,0.236904,0.000341512
15.5902,2.75871,0.186705
6.57506,3.5297,0.393242
6.82671,3.29851,0.394106
7.11962,3.461,0.326427
6.88165,3.61134,0.520193
0.0587732,2.18857,11.3747
7.34822,3.51536,0.223422
7.86522,3.46123,0.33865
7.87781,3.57635,0.660156
7.58799,3.6016,0.48085
8.13894,3.63444,0.44752
7.46825,3.70297,0.860281
15.5971,3.35229,0.279918
15.3136,3.36381,0.438504
15.5629,3.14928,0.531402
15.3962,3.10039,0.237092
15.6016,3.48584,0.576181
15.4589,3.64496,0.309548
15.3319,3.40674,0.0999785
0.0390716,1.75704,10.0068
4.05498,4.32786,0.442577
4.36689,4.40491,0.609324
4.37059,4.37814,0.268663
4.3452,4.35944,0.264953
3.82524,4.54239,0.308512
4.05442,4.40163,0.126057
4.15354,4.6349,0.32949
3.97348,4.70657,0.0480284
4.29483,4.5935,0.0211072
15.7195,14.9599,1.36377
4.30771,4.68017,0.415653
4.13536,4.09669,0.204085
3.814,4.20976,0.231006
14.445,14.4735,0.0912763
4.60727,4.21711,0.455284
4.60109,4.54106,0.429764
4.69068,4.41962,0.71761
4.89448,4.40194,0.443876
5.46307,4.46461,0.32652
5.15822,4.53162,0.559655
5.03702,4.58993,0.873804
4.50553,4.7058,0.693117
4.69665,4.37631,0.166412
5.63257,4.14165,0.306641
5.76599,3.91523,0.525075
5.76707,4.24814,0.602188
6.0423,4.0566,0.668051
6.07966,4.37039,0.537982
6.11516,4.38746,0.533303
6.0779,3.83173,0.413208
6.46279,3.85988,0.551361
5.95217,4.12734,0.363914
6.2722,4.1264,0.454303
6.27176,4.11303,0.421187
6.30287,4.38662,0.818856
5.82643,4.42295,0.31462
5.80242,4.42573,0.31617
6.13834,4.33945,0.202754
6.42472,3.93078,0.219244
6.00977,4.56195,0.807569
5.82467,3.88429,0.189847
13.7945,6.58169,0.00142439
7.30305,3.7246,0.443921
6.45921,4.40974,0.493351
6.45518,4.41582,0.51434
6.48411,4.15589,0.720769
6.4225,4.27061,0.183392
6.59504,4.12456,0.416894
6.76759,3.9785,0.650396
6.73088,3.83937,0.340437
6.65534,4.337,0.925381
7.04076,3.89254,0.584553
6.85119,4.08389,0.805538
6.76537,4.31834,0.614544
6.97216,4.37932,0.866529
6.77844,4.35232,0.606964
7.09449,4.22238,0.609562
7.12969,4.22112,0.614639
7.16671,4.12673,0.929587
7.36148,3.97579,0.668132
7.35576,4.24312,0.89654
7.24104,4.03548,0.372227
6.928,4.12156,0.357366
6.91788,4.12272,0.379485
6.71244,3.83507,0.325026
7.03514,3.8147,0.251857
7.049,3.79261,0.283732
7.28897,4.42164,0.807677
7.17904,4.34635,0.300533
6.72729,4.38924,0.282427
7.04901,4.56106,0.608285
7.3524,3.84983,0.129816
7.34668,3.84111,0.120152
15.6125,6.98777,2.01578
6.16,6.01068,0.0452937
7.67001,3.67529,0.157398
7.38956,3.98176,0.678994
7.44694,4.25626,0.492598
7.55409,3.94939,0.387088
7.56196,3.92271,0.366886
7.64376,4.20711,0.71615
7.85045,3.77858,0.407203
8.03088,3.88186,0.657009
8.02008,3.87439,0.681469
7.71328,3.87328,0.693741
7.69038,3.86157,0.677607
7.83568,4.09592,0.475756
8.03031,4.21452,0.64998
7.87955,4.0676,0.920401
7.89867,4.07289,0.931746
8.21636,4.05716,0.865038
8.11291,3.95555,0.333556
7.82309,3.9808,0.15425
7.44133,4.17841,0.159901
7.56342,3.99957,0.953008
8.10131,4.3469,0.95692
8.08476,3.79657,1.00787
7.65858,4.29617,1.04574
7.64269,3.67335,0.151993
8.01052,3.69559,0.136799
8.29776,4.02573,0.551965
8.33141,3.76742,0.773155
8.34797,4.31775,0.722204
8.53406,4.04143,0.798329
13.7683,4.39423,0.297717
13.492,4.46175,0.108316
13.4746,4.48138,0.449035
13.0927,4.45025,0.325507
13.77,4.61006,0.562654
15.7104,2.27598,4.72612
4.32525,5.08036,0.528825
4.62256,5.2057,0.489743
4.46168,5.12594,0.218845
4.44513,5.32586,0.734101
4.37249,5.3964,0.407718
4.51151,4.66249,0.141919
4.66589,5.3996,0.232542
4.65565,5.52316,0.55099
4.59491,4.865,0.404245
4.58946,4.88824,0.428496
4.57923,5.0118,0.746944
4.79998,5.08555,0.245385
4.78343,5.28547,0.760641
4.79852,5.28097,0.774111
4.83529,4.6772,0.250205
4.8316,4.70397,0.590866
5.13434,4.83238,0.680475
4.85577,4.68542,0.600289
4.90116,5.02114,0.555474
4.87262,5.015,0.571768
5.07425,4.79812,0.362917
5.23165,5.07483,0.487145
5.11046,5.13315,0.801294
5.10486,5.13713,0.821499
4.87815,4.89248,0.87122
5.36752,4.64363,0.805475
5.4129,4.97935,0.76066
5.39053,4.77229,0.489729
5.39464,4.74811,0.504628
4.91986,5.33105,0.450661
5.38494,4.75438,0.163094
5.33151,5.38696,0.87622
5.07908,5.43174,0.650269
5.2597,5.49497,0.597229
5.46151,5.09326,0.957315
5.47835,5.54355,0.855316
5.19442,4.86665,0.998033
5.0214,5.41411,0.969628
5.52624,5.01385,0.33481
5.65265,4.54499,0.599235
5.66433,4.71979,0.32549
